Ticker,Number of Events,Events / Year,Positive Events,Negative Events,Positive %,Negative %,Average Interval,Median Interval,Minimum Interval,Maximum Interval,Average Threshold
A,2587,67.410195429635,1353,1234,52.29996134518748,47.70003865481252,3.7296983758700697,3.0,1.0,21.0,0.029716627555596
AAPL,2669,69.48223140495868,1535,1134,57.5121768452604,42.4878231547396,3.6184407796101947,3.0,1.0,19.0,0.028847300019654225
ABBV,1311,67.02617163724894,728,583,55.5301296720061,44.4698703279939,3.7526717557251907,3.0,1.0,17.0,0.0216224919263597
ABNB,547,67.90344827586208,271,276,49.54296160877514,50.45703839122486,3.708791208791209,3.0,1.0,14.0,0.038060287791753404
ABT,2623,68.34119106699752,1391,1232,53.03088067098742,46.969119329012585,3.678871090770404,3.0,1.0,17.0,0.01908902887064918
ACGL,2597,67.6567765946449,1454,1143,55.98767809010396,44.01232190989604,3.7161016949152543,3.0,1.0,29.0,0.019043471769281162
ACN,2430,67.22582061697223,1316,1114,54.15637860082304,45.84362139917695,3.739810621655002,3.0,1.0,22.0,0.022983037757178266
ADBE,2613,68.08064516129032,1412,1201,54.037504783773436,45.962495216226564,3.6929555895865236,3.0,1.0,22.0,0.03106543434189877
ADI,2732,71.15171558495246,1436,1296,52.56222547584187,47.43777452415813,3.533504210911754,3.0,1.0,26.0,0.030350247275166237
ADM,2603,67.79906976744186,1382,1221,53.092585478294275,46.907414521705725,3.7083013066871637,3.0,1.0,24.0,0.023639816697328845
ADP,2614,68.10669975186104,1408,1206,53.86381025248661,46.13618974751339,3.691542288557214,3.0,1.0,18.0,0.01862818566211175
ADSK,2635,68.64674868189806,1413,1222,53.62428842504744,46.37571157495256,3.662490508731967,3.0,1.0,20.0,0.03176159424731771
AEE,2698,70.23719008264463,1424,1274,52.779836916234245,47.220163083765755,3.5795328142380423,3.0,1.0,20.0,0.016243261053596095
AEP,2707,70.47148760330579,1436,1271,53.04765422977466,46.95234577022534,3.567627494456763,3.0,1.0,21.0,0.01804909336558637
AES,2636,68.97943925233645,1337,1299,50.72078907435509,49.27921092564492,3.6447817836812146,3.0,1.0,41.0,0.034527735949349256
AFL,2515,65.47990494885835,1361,1154,54.115308151093444,45.88469184890656,3.83969769291965,3.0,1.0,21.0,0.023255987186382936
AIG,2589,67.40655026345696,1329,1260,51.33256083429896,48.66743916570104,3.729907264296754,3.0,1.0,26.0,0.031038522609406313
AIZ,2198,67.73829032652563,1209,989,55.004549590536854,44.99545040946315,3.711879836140191,3.0,1.0,21.0,0.02235843759911381
AJG,2603,67.79906976744186,1437,1166,55.205532078371114,44.794467921628886,3.7083013066871637,3.0,1.0,20.0,0.018918825510437682
AKAM,2385,62.08884297520661,1253,1132,52.536687631027256,47.46331236897275,4.049496644295302,4.0,1.0,22.0,0.04556336761048695
ALB,2658,69.2101673899566,1387,1271,52.18209179834462,47.81790820165538,3.6326684230334965,3.0,1.0,21.0,0.031633746034240226
ALGN,2312,62.77599396616744,1199,1113,51.8598615916955,48.1401384083045,4.005192557334487,3.0,1.0,25.0,0.045570841745607854
ALL,2585,67.34415383024916,1396,1189,54.003868471953574,45.99613152804642,3.733359133126935,3.0,1.0,21.0,0.02102366303148185
ALLE,1254,68.51864700780573,674,580,53.74800637958532,46.25199362041467,3.6711891460494814,3.0,1.0,20.0,0.0208176947667884
AMAT,2747,71.55716353111433,1471,1276,53.5493265380415,46.4506734619585,3.5134741442097597,3.0,1.0,18.0,0.03336488029162063
AMCR,785,39.0716966225558,392,393,49.93630573248408,50.06369426751592,6.441326530612245,3.0,1.0,524.0,0.022832863248611127
AMD,2654,69.0988738506044,1385,1269,52.18538055764883,47.81461944235117,3.638522427440633,3.0,1.0,24.0,0.04947604409166707
AME,2602,67.74501498088647,1441,1161,55.380476556495005,44.619523443504995,3.7112648981161094,3.0,1.0,21.0,0.021499776501064948
AMGN,2635,68.61837346285006,1362,1273,51.688804554079695,48.311195445920305,3.664009111617312,3.0,1.0,20.0,0.02341885701719587
AMP,2076,68.88110599078341,1136,940,54.72061657032755,45.27938342967245,3.650120481927711,3.0,1.0,21.0,0.027530450211286972
AMT,2687,69.96528208307501,1416,1271,52.698176404912545,47.301823595087455,3.5934475055845123,3.0,1.0,21.0,0.029317260858876357
AMZN,2599,67.67389956602604,1431,1168,55.0596383224317,44.9403616775683,3.7151655119322555,3.0,1.0,20.0,0.03510561877131195
ANET,1160,66.25566636446057,667,493,57.49999999999999,42.5,3.7963761863675582,3.0,1.0,21.0,0.036504002059933496
AON,2485,64.73896412695132,1375,1110,55.33199195171026,44.668008048289735,3.88365539452496,3.0,1.0,22.0,0.021068805145697707
AOS,2642,68.77933884297519,1393,1249,52.72520817562453,47.27479182437547,3.6554335478985234,3.0,1.0,18.0,0.025650952149581525
APA,2780,72.37937803492096,1435,1345,51.618705035971225,48.381294964028775,3.473551637279597,3.0,1.0,26.0,0.03532368977417974
APD,2561,66.6706611570248,1364,1197,53.260445138617726,46.739554861382274,3.77109375,3.0,1.0,28.0,0.021922516325077322
APH,2616,68.10951544581053,1458,1158,55.73394495412845,44.26605504587156,3.691395793499044,3.0,1.0,28.0,0.026324063773036706
APO,1563,70.66307857911733,833,730,53.29494561740243,46.70505438259757,3.558898847631242,3.0,1.0,20.0,0.028881523012460088
APP,510,67.74907749077491,271,239,53.13725490196079,46.86274509803921,3.717092337917485,3.0,1.0,16.0,0.06312166216408571
APTV,1463,69.02752293577981,773,690,52.83663704716336,47.163362952836636,3.643638850889193,3.0,1.0,18.0,0.028370663391428293
ARE,2706,70.44545454545454,1436,1270,53.06725794530672,46.93274205469327,3.5689463955637706,3.0,1.0,27.0,0.021986271744312513
ARES,1208,68.5004500450045,652,556,53.973509933774835,46.026490066225165,3.671913835956918,3.0,1.0,29.0,0.02776687111233938
ATO,2747,71.51280991735537,1492,1255,54.31379686931198,45.68620313068802,3.5156591405680993,3.0,1.0,21.0,0.016777819224041465
AVB,2713,70.62768595041322,1448,1265,53.37265020272761,46.627349797272394,3.559734513274336,3.0,1.0,22.0,0.020273046412926658
AVGO,1683,68.67163212435234,945,738,56.14973262032086,43.85026737967914,3.6617122473246138,3.0,1.0,21.0,0.029649647615684387
AVY,2596,67.58181818181818,1339,1257,51.579352850539294,48.42064714946071,3.7202312138728324,3.0,1.0,27.0,0.02271101816884889
AWK,1853,70.29293993677555,1004,849,54.182406907717215,45.817593092282785,3.5772138228941683,3.0,1.0,17.0,0.017597763329172816
AXON,2299,63.351339529797706,1236,1063,53.762505437146594,46.23749456285341,3.968668407310705,3.0,1.0,28.0,0.047614744804386225
AXP,2646,68.91906976744185,1412,1234,53.36356764928194,46.63643235071807,3.6480151228733457,3.0,1.0,22.0,0.02555981117889801
AZO,2544,66.23494162620105,1412,1132,55.503144654088054,44.49685534591195,3.7959103421156115,3.0,1.0,25.0,0.021433667893536817
BA,2671,69.53429752066116,1416,1255,53.01385248970423,46.986147510295766,3.6157303370786518,3.0,1.0,31.0,0.026990046911259866
BAC,2599,67.67389956602604,1354,1245,52.09696036937284,47.90303963062716,3.7151655119322555,3.0,1.0,23.0,0.02858732372888067
BALL,2613,68.05250103348492,1396,1217,53.42518178339074,46.57481821660926,3.694486983154671,3.0,1.0,21.0,0.02188604879436638
BAX,2511,65.3690082644628,1327,1184,52.847471127041025,47.15252887295898,3.846215139442231,3.0,1.0,24.0,0.021715180126789246
BBY,2537,66.04586776859504,1313,1224,51.7540402049665,48.24595979503351,3.806782334384858,3.0,1.0,27.0,0.03514709571115442
BDX,2591,67.451652892562,1371,1220,52.9139328444616,47.0860671555384,3.7274131274131275,3.0,1.0,27.0,0.01876585061508673
BEN,2685,69.90598202293626,1402,1283,52.21601489757914,47.78398510242086,3.5964977645305516,3.0,1.0,26.0,0.026685275761318218
BF-B,2597,67.62881058179188,1380,1217,53.13823642664614,46.86176357335387,3.717642526964561,3.0,1.0,20.0,0.019143294017104056
BG,2449,67.87066974595842,1290,1159,52.67456104532462,47.32543895467538,3.704248366013072,3.0,1.0,21.0,0.025909282530521823
BIIB,2418,62.94793388429752,1244,1174,51.44747725392887,48.55252274607113,3.994207695490277,3.0,1.0,38.0,0.03372490208419679
BKNG,2524,65.73460107482431,1343,1181,53.209191759112514,46.790808240887486,3.824811732065002,3.0,1.0,23.0,0.0399246573977092
BKR,2704,70.39338842975206,1382,1322,51.109467455621306,48.8905325443787,3.571587125416204,3.0,1.0,21.0,0.03260854687282808
BLDR,2076,68.13649387861423,1051,1025,50.626204238921005,49.373795761078995,3.690120481927711,3.0,1.0,23.0,0.04650957667648595
BLK,2680,69.8190840483821,1442,1238,53.80597014925373,46.19402985074627,3.600970511384845,3.0,1.0,21.0,0.02505574924969867
BMY,2545,66.28152128978917,1293,1252,50.80550098231827,49.19449901768173,3.7932389937106916,3.0,1.0,21.0,0.021821197503632667
BNY,2623,68.30587992146326,1396,1227,53.221502096835685,46.778497903164315,3.6807780320366135,3.0,1.0,28.0,0.025084175371775562
BR,1937,69.32594801874734,1062,875,54.827052142488384,45.172947857511616,3.6270661157024793,3.0,1.0,21.0,0.020079396148171114
BRK-B,2605,67.81611570247934,1377,1228,52.85988483685221,47.1401151631478,3.707373271889401,3.0,1.0,21.0,0.016422239268296515
BRO,2598,67.65485171024078,1442,1156,55.50423402617398,44.49576597382602,3.7162110127069696,3.0,1.0,22.0,0.019999375866814516
BSX,2557,66.61470071332576,1349,1208,52.757137270238566,47.242862729761434,3.774256651017214,3.0,1.0,21.0,0.027116803669476757
BX,1966,71.26467203682394,1009,957,51.322482197355036,48.677517802644964,3.5282442748091603,3.0,1.0,19.0,0.033645602401899816
BXP,2709,70.52355371900826,1423,1286,52.52860834256183,47.47139165743817,3.564992614475628,3.0,1.0,21.0,0.022816576579669116
C,2635,68.60419464820747,1361,1274,51.65085388994307,48.34914611005693,3.664768413059985,3.0,1.0,24.0,0.02975558321082722
CAH,2504,65.18677685950414,1359,1145,54.27316293929712,45.72683706070288,3.856971634039153,3.0,1.0,20.0,0.023264576954050757
CARR,617,67.69003047453201,326,291,52.836304700162074,47.163695299837926,3.719155844155844,3.0,1.0,19.0,0.030357773807161294
CASY,2491,64.85504700898852,1341,1150,53.83380168606985,46.16619831393015,3.876706827309237,3.0,1.0,24.0,0.025244992225190627
CAT,2707,70.47876846781692,1453,1254,53.67565570742519,46.32434429257481,3.567257945306726,3.0,1.0,20.0,0.026175767395953668
CB,2634,68.57815890071288,1390,1244,52.771450265755504,47.228549734244496,3.6661602734523355,3.0,1.0,21.0,0.021946087264377287
CBOE,1654,71.07912687585265,927,727,56.0459492140266,43.9540507859734,3.5378100423472474,3.0,1.0,15.0,0.019309027076513073
CBRE,2217,69.38450074515649,1196,1021,53.9467749210645,46.0532250789355,3.6236462093862816,3.0,1.0,23.0,0.03314911173472411
CCI,2660,69.25508833557186,1357,1303,51.01503759398496,48.984962406015036,3.6303121474238433,3.0,1.0,18.0,0.029583081828598406
CCL,2643,68.81248062816407,1352,1291,51.15399167612561,48.846008323874386,3.6536714610143832,3.0,1.0,19.0,0.03317999627603678
CDNS,2578,67.11322314049588,1400,1178,54.30566330488751,45.69433669511249,3.7462165308498254,3.0,1.0,21.0,0.030257923995243304
CDW,1257,66.65909090909092,714,543,56.801909307875896,43.198090692124104,3.7730891719745223,3.0,1.0,20.0,0.02330059070373091
CEG,421,65.28738461538462,236,185,56.057007125890735,43.942992874109265,3.8595238095238096,3.0,1.0,18.0,0.04001308648881659
CF,2146,70.87706422018348,1138,1008,53.02889095992545,46.97110904007455,3.5473193473193474,3.0,1.0,15.0,0.0345390878633026
CFG,1194,69.97395348837209,626,568,52.428810720268004,47.571189279731996,3.5943000838222967,3.0,1.0,21.0,0.027606437332600844
CHD,2596,67.58880049591899,1418,1178,54.622496147919875,45.377503852080125,3.719845857418112,3.0,1.0,25.0,0.017979001972546267
CHRW,2522,65.73686388084401,1361,1161,53.96510705789056,46.03489294210944,3.824672748909163,3.0,1.0,21.0,0.02488399786442981
CHTR,1571,65.78464606181456,820,751,52.196053469127946,47.803946530872054,3.8229299363057323,3.0,1.0,22.0,0.02493454541742884
CI,2545,66.26097737369564,1389,1156,54.577603143418465,45.42239685658153,3.794418238993711,3.0,1.0,31.0,0.026621531153561914
CIEN,2550,66.38429752066115,1292,1258,50.66666666666667,49.333333333333336,3.7873675951353474,3.0,1.0,27.0,0.04883150560707501
CINF,2679,69.74256198347108,1441,1238,53.78872713699141,46.21127286300858,3.604929051530993,3.0,1.0,20.0,0.01994681718601512
CL,2587,67.34752066115702,1359,1228,52.531890220332436,47.468109779667564,3.7331786542923435,3.0,1.0,22.0,0.016260664308405996
CLX,2594,67.5297520661157,1376,1218,53.04548959136469,46.954510408635315,3.723100655611261,3.0,1.0,22.0,0.018214714478601072
CMCSA,2669,69.52532561505066,1379,1290,51.667291120269766,48.332708879730234,3.616191904047976,3.0,1.0,19.0,0.02414785400709711
CME,2380,69.6666279474968,1276,1104,53.61344537815126,46.38655462184874,3.609079445145019,3.0,1.0,18.0,0.02365065383546105
CMG,1886,63.69230769230769,1003,883,53.1813361611877,46.8186638388123,3.9480106100795758,3.0,1.0,29.0,0.031229032295906747
CMI,2678,69.77419354838709,1418,1260,52.94996265870052,47.05003734129948,3.6032872618602916,3.0,1.0,22.0,0.028859009717131786
CMS,2678,69.71652892561983,1440,1238,53.7714712471994,46.2285287528006,3.6062756817332837,3.0,1.0,18.0,0.01988467775980472
CNC,2270,63.80102609859469,1228,1042,54.096916299559474,45.903083700440526,3.9409431467606875,3.0,1.0,28.0,0.03352535955733038
CNP,2627,68.38884297520661,1398,1229,53.21659687856871,46.78340312143129,3.6763137852246763,3.0,1.0,24.0,0.02191113020613962
COF,2667,69.44451332920025,1394,1273,52.268466441694784,47.73153355830521,3.6204051012753187,3.0,1.0,20.0,0.03266798368378405
COHR,2539,66.10476288872817,1347,1192,53.05238282788499,46.94761717211501,3.8033884948778565,3.0,1.0,26.0,0.04201083712501369
COIN,562,74.34330708661417,261,301,46.44128113879004,53.55871886120996,3.3868092691622103,3.0,1.0,14.0,0.06827523910024848
COO,2541,66.15683438371732,1356,1185,53.36481700118064,46.63518299881936,3.8003937007874016,3.0,1.0,23.0,0.024877891607599175
COP,2782,72.43893366398017,1475,1307,53.019410496046014,46.98058950395399,3.4706939949658397,3.0,1.0,20.0,0.02542358469635122
COR,2583,67.25033577848951,1427,1156,55.24583817266744,44.75416182733256,3.738574748257165,3.0,1.0,24.0,0.022443997829646185
COST,2653,69.07283810310982,1476,1177,55.6351300414625,44.364869958537504,3.639894419306184,3.0,1.0,22.0,0.020472773132287025
CPAY,1483,65.8066561014263,802,681,54.07956844234659,45.92043155765341,3.8218623481781377,3.0,1.0,21.0,0.025215262753122688
CPRT,2527,65.78553719008265,1375,1152,54.412346656113975,45.58765334388603,3.821852731591449,3.0,1.0,20.0,0.02551840095546704
CPT,2702,70.34858973034405,1449,1253,53.626943005181346,46.373056994818654,3.5738615327656422,3.0,1.0,21.0,0.02037039035120776
CRH,2679,69.75697458152511,1381,1298,51.54908547965659,48.45091452034341,3.604182225541449,3.0,1.0,18.0,0.02857270005408476
CRL,2514,66.69417833456153,1354,1160,53.858392999204455,46.141607000795545,3.7695980899323516,3.0,1.0,23.0,0.028428991999432357
CRM,2152,67.41720537046247,1146,1006,53.25278810408922,46.74721189591078,3.7294281729428174,3.0,1.0,22.0,0.0325494739357034
CRWD,715,70.05443234836703,395,320,55.24475524475524,44.75524475524475,3.592436974789916,3.0,1.0,17.0,0.04663519116181051
CSCO,2506,65.26581231914014,1348,1158,53.790901835594575,46.209098164405425,3.852295409181637,3.0,1.0,21.0,0.027104053872725322
CSGP,2573,67.00382349901828,1324,1249,51.45744267392149,48.54255732607851,3.7523328149300155,3.0,1.0,22.0,0.031705979516167944
CSX,2690,70.07960301871188,1435,1255,53.3457249070632,46.6542750929368,3.5875790256600966,3.0,1.0,23.0,0.025079304725549104
CTAS,2579,67.14619278851121,1391,1188,53.93563396665374,46.06436603334626,3.744375484871994,3.0,1.0,23.0,0.022201121730509987
CTSH,2549,66.3788364162447,1350,1199,52.961945861122004,47.038054138877996,3.7876766091051803,3.0,1.0,29.0,0.030809689517075325
CTVA,697,67.60739030023095,384,313,55.09325681492109,44.90674318507891,3.7227011494252875,3.0,1.0,16.0,0.02613773858934386
CVNA,888,66.71914132379248,464,424,52.25225225225225,47.74774774774775,3.7711386696730553,3.0,1.0,15.0,0.07596353790339262
CVS,2583,67.26423478350729,1369,1214,53.00038714672861,46.99961285327139,3.7378001549186677,3.0,1.0,21.0,0.023284638651020508
CVX,2737,71.2598408926542,1463,1274,53.452685421994886,46.547314578005114,3.528143274853801,3.0,1.0,27.0,0.020558324612874226
D,2685,69.94934353354698,1428,1257,53.18435754189944,46.81564245810056,3.5942622950819674,3.0,1.0,27.0,0.01705354226513032
DAL,1944,69.97400371375517,1007,937,51.80041152263375,48.199588477366255,3.5934122490993308,3.0,1.0,20.0,0.03828171049729353
DASH,537,66.82666666666667,274,263,51.02420856610801,48.97579143389199,3.7686567164179103,3.0,1.0,20.0,0.0457493637606455
DD,2629,68.44090909090909,1343,1286,51.08406238113351,48.91593761886649,3.67351598173516,3.0,1.0,19.0,0.026969249852621016
DDOG,655,66.55645161290322,349,306,53.282442748091604,46.717557251908396,3.7813455657492354,3.0,1.0,15.0,0.04829761931681216
DE,2718,70.76516169025726,1454,1264,53.49521707137601,46.50478292862399,3.552815605447184,3.0,1.0,20.0,0.02579297723765823
DECK,2579,67.13925619834711,1395,1184,54.090732842186895,45.909267157813105,3.7447633824670286,3.0,1.0,24.0,0.039602376769915196
DELL,924,64.55447740504574,534,390,57.7922077922078,42.2077922077922,3.897074756229686,3.0,1.0,19.0,0.03193882955169648
DG,1531,63.508148148148145,819,712,53.4944480731548,46.5055519268452,3.9601307189542485,4.0,1.0,27.0,0.02316949371269773
DGX,2498,65.03729724145056,1353,1145,54.16333066453163,45.83666933546838,3.86583900680817,3.0,1.0,21.0,0.022264747467744227
DHI,2706,70.44545454545454,1417,1289,52.36511456023651,47.63488543976349,3.5689463955637706,3.0,1.0,19.0,0.03484874668098286
DHR,2615,68.09755089387207,1414,1201,54.07265774378585,45.927342256214146,3.6920428462127006,3.0,1.0,27.0,0.02064250060834319
DIS,2595,67.59768451519537,1353,1242,52.138728323699425,47.861271676300575,3.7193523515805706,3.0,1.0,20.0,0.023346042898817417
DLR,2219,70.63129973474801,1199,1020,54.03334835511492,45.96665164488508,3.5599639314697926,3.0,1.0,25.0,0.023836811519749625
DLTR,2453,63.911910669975185,1310,1143,53.403995108030976,46.59600489196902,3.933931484502447,3.0,1.0,27.0,0.029977720507112206
DOC,2650,69.08037653874004,1381,1269,52.113207547169814,47.88679245283019,3.6394865987164966,3.0,1.0,19.0,0.02298784713136795
DOV,2721,70.84326893274098,1422,1299,52.260198456449835,47.739801543550165,3.5488970588235293,3.0,1.0,20.0,0.022815277395006286
DOW,747,70.76842105263158,358,389,47.92503346720214,52.07496653279786,3.5563002680965146,3.0,1.0,17.0,0.02922323276948718
DPZ,2056,64.53811659192824,1120,936,54.474708171206224,45.525291828793776,3.8958637469586375,3.0,1.0,34.0,0.0272418185193956
DRI,2489,64.79628099173554,1301,1188,52.26998794696666,47.73001205303335,3.880225080385852,3.0,1.0,26.0,0.02690220315891088
DTE,2717,70.73181818181818,1461,1256,53.77254324622746,46.22745675377254,3.5544918998527244,3.0,1.0,21.0,0.01639304009943859
DUK,2699,70.26322314049587,1438,1261,53.278992219340495,46.7210077806595,3.5782060785767236,3.0,1.0,22.0,0.017369542585715332
DVA,2425,63.1301652892562,1312,1113,54.10309278350516,45.896907216494846,3.982673267326733,3.0,1.0,27.0,0.026256983333471623
DVN,2796,72.79594999483419,1437,1359,51.39484978540773,48.60515021459227,3.4536672629695886,3.0,1.0,17.0,0.03357545468825653
DXCM,1945,63.25203252032521,1021,924,52.49357326478149,47.50642673521851,3.9753086419753085,3.0,1.0,29.0,0.04259723271274986
EA,2539,66.09793388429752,1332,1207,52.46159905474597,47.53840094525404,3.8037825059101653,3.0,1.0,57.0,0.030164874202492132
EBAY,2566,66.82844150475404,1351,1215,52.65003897116134,47.34996102883866,3.7621832358674463,3.0,1.0,21.0,0.031461238446028106
ECHO,1738,64.84690553745928,864,874,49.712313003452245,50.287686996547755,3.877950489349453,3.0,1.0,20.0,0.03258187487533579
ECL,2655,69.11776859504133,1426,1229,53.70998116760829,46.290018832391716,3.637528259231349,3.0,1.0,21.0,0.018798256892018698
ED,2728,71.01818181818182,1430,1298,52.41935483870967,47.58064516129033,3.5401540154015403,3.0,1.0,19.0,0.015139787500025793
EFX,2528,65.81157024793389,1352,1176,53.48101265822785,46.51898734177215,3.820340324495449,3.0,1.0,21.0,0.023377772300036813
EG,2548,66.38023364002895,1365,1183,53.57142857142857,46.42857142857143,3.7875932469572047,3.0,1.0,28.0,0.021319397963027967
EIX,2594,67.5297520661157,1395,1199,53.77794911333847,46.22205088666153,3.723100655611261,3.0,1.0,35.0,0.02188523739609791
EL,2505,65.21954747391258,1288,1217,51.417165668662676,48.582834331337324,3.855031948881789,3.0,1.0,27.0,0.025713502471994425
ELV,2426,67.87520817142223,1329,1097,54.78153338829349,45.21846661170652,3.7043298969072165,3.0,1.0,21.0,0.024493362034101265
EME,2624,68.31780142576712,1444,1180,55.03048780487805,44.96951219512195,3.680137247426611,3.0,1.0,20.0,0.027908321547961818
EMR,2644,68.83851637565864,1380,1264,52.193645990922846,47.806354009077154,3.6522890654559212,3.0,1.0,19.0,0.022529832083482304
EOG,2786,72.5430874147551,1479,1307,53.08686288585787,46.91313711414214,3.465709156193896,3.0,1.0,21.0,0.030764615406671712
EQIX,2542,67.72932966800593,1335,1207,52.5177025963808,47.48229740361919,3.7119244391971664,3.0,1.0,20.0,0.039493536708547404
EQR,2739,71.30454545454546,1453,1286,53.04855786783498,46.95144213216502,3.5259313367421474,3.0,1.0,19.0,0.020715844045047675
